,recon_loss,sindy_loss_x,sindy_loss_z,sindy_regular_loss,tot
0,0.007096615642672632,0.4112987561015094,5.46966281751307,21.755405263202945,0.0077933022161809406
1,0.0048702873769443395,0.6578378993563536,5.690583263955465,21.29572931150111,0.005696692789348251
2,0.0036494953965302557,0.8607072321380057,5.473941417728982,20.836561272783978,0.004561911710458467
3,0.0027113882242701948,0.9492402202109012,5.406300181295814,20.377319777884136,0.0036600965569250103
4,0.002061137365228383,0.9895529083725882,5.139704649041339,19.91805007981091,0.0030120795574209583
5,0.0016587646088914991,0.9889527924540567,4.654083181445191,19.458781951811254,0.0025805329865628353
6,0.0013943061845876823,0.9576141783377019,4.072470191048413,18.99952609946088,0.0022667320658134797
7,0.001206481103464484,0.913172107099033,3.498504404614611,18.540287232980496,0.002023395263765961
8,0.001065197537039838,0.8602139286515189,2.9467300910775256,18.0810703882357,0.001823451724925601
9,0.0009540599329317579,0.8038032472860522,2.421196673701449,17.621862475464983,0.0016532400253842154
10,0.0008628609091208158,0.7476363663629788,1.956504515031489,17.16266176758743,0.001506130947879084
11,0.0007889412322916408,0.6937589741698126,1.5373438007947875,16.703470660419,0.0013797226278168128
12,0.0007257282507830163,0.6410789860457908,1.177365346834427,16.244297364862955,0.0012675789940858077
13,0.0006739318040029214,0.5873921653482972,0.8731956625493561,15.785153641933348,0.0011691392133886948
14,0.0006305298257957031,0.5352333971276516,0.6242541050220408,15.326045001425394,0.0010826196879994625
15,0.0005935716871157992,0.4859020020358446,0.43443963467711355,14.866949061068093,0.0010069141662381476
16,0.0005631098795608367,0.44151392742628004,0.3038370425290451,14.407099229533499,0.0009431296933964803
17,0.0005375211782470947,0.40421550757274394,0.2401058155043823,13.93617520099733,0.0008909959814911595
18,0.0005154324733267436,0.3776236907011125,0.2406979246837337,13.405681973550378,0.0008503360400138218
19,0.0004982801358160143,0.3634877144926932,0.2764478447597201,12.841001062858396,0.0008222563976632068
20,0.0004845065826574261,0.3572957318548749,0.30180541498631963,12.424423284646942,0.0008024889576495852
21,0.0004743688532027768,0.3533870198922913,0.31941386775636094,12.10445095271599,0.0007880775709764282
22,0.00046635421171142697,0.3501362336299768,0.32019928561114686,11.831266129889139,0.0007757449601762701
23,0.0004598789049096678,0.34719295281825996,0.32536887477447346,11.573323052103927,0.0007654770611779673
24,0.00045469898830605214,0.3443394262434506,0.3246636546057899,11.328305904458208,0.0007563849491217719
25,0.0004502615796277163,0.34151254975941125,0.3262936585560078,11.08147489443058,0.0007481472921648585
26,0.00044627075458709265,0.3388395802822055,0.32507385895019625,10.845482986147811,0.0007403990713078756
27,0.00044281051402610567,0.33642644526028054,0.3281008221390771,10.611831007934198,0.0007335470919071402
28,0.000439676636100247,0.33418538039777335,0.32320732750543735,10.382490195879122,0.0007267545991386968
29,0.0004370694240184626,0.3318909079563327,0.3245295454270956,10.14385627537239,0.0007206799196953908
30,0.00043438078509785646,0.32972379837457727,0.3290430336463742,9.909555816068881,0.000714790401838311
31,0.00043230725519029743,0.3272683517780246,0.3242477998137474,9.678974276635705,0.0007089435706048546
32,0.00043038172615768685,0.32508168514908814,0.32290399656063173,9.44901271854959,0.0007035579025197388
33,0.00042861356854611985,0.3230333032949669,0.3225611389228484,9.226600652787743,0.0006985242873225816
34,0.000426906534568577,0.32119795670960005,0.32293333403947877,9.004717858826242,0.0006936993618515638
35,0.000425439692817901,0.31951088894431184,0.31997765337185163,8.785063281291869,0.000689044656521618
36,0.000424210381713304,0.3177134828960023,0.31901775255072407,8.567204830123156,0.0006846900640350835
37,0.0004229143506097721,0.315957190423477,0.3182301864754863,8.34850299358368,0.0006802894937076106
38,0.00042167554429175743,0.31423906791137485,0.31905600065138284,8.13164301907144,0.0006760643135327505
39,0.00042027638589455066,0.31258864728052443,0.32371612829042645,7.9141735710748815,0.0006718982561923018
40,0.0004193190456490123,0.31110418351685126,0.31777666172966723,7.697602952398905,0.000667736005419922
41,0.00041800072092261937,0.3098585684670181,0.3204107471719021,7.488698546479388,0.0006638375317135531
42,0.0004168745600043444,0.30863542500429036,0.320360029616007,7.284158854949765,0.0006600518687131315
43,0.00041610857682294075,0.30751900629299445,0.3144079804783914,7.084777109506653,0.0006564362547800467
44,0.0004151131402844529,0.3063456389780452,0.31701626774014496,6.881502660309396,0.000652951803647561
45,0.0004144262941447711,0.3052014163354548,0.314749310201988,6.677081047034845,0.0006495352833398345
46,0.0004134714027026259,0.3043139955801208,0.3133205302604815,6.483364224433899,0.0006461280759029295
47,0.00041268405207452684,0.3034363972341142,0.3151244607458754,6.2861253139449325,0.0006430197328615865
48,0.0004115464809462826,0.3025584811481034,0.3156696918715791,6.097388532103562,0.0006395830986126917
49,0.00041092265515855125,0.30173050830277,0.31031460605743455,5.9090360083231115,0.0006363940061064346
50,0.0004100187987915422,0.30102676316732313,0.3133098267745681,5.717580777842824,0.0006333734844058821
51,0.0004095413946410323,0.30021456274680974,0.3076196073940614,5.52506484345692,0.0006302803129784013
52,0.00040888579669848605,0.29953908293348985,0.30313374983464797,5.340851642736575,0.0006272205468920264
53,0.00040816395320268005,0.29886034957882834,0.30315925317203124,5.151773583598253,0.0006242698332132976
54,0.0004073223816060529,0.2982199408295678,0.3031424960893829,4.965638733491665,0.0006212458683876321
55,0.00040637539345103813,0.2976536096596136,0.30944739872725996,4.792118047795644,0.0006185957520246142
56,0.00040594178071620354,0.29719764748361055,0.30044919334170295,4.614884332912724,0.0006157119157539522
57,0.00040542756048635945,0.2967088493268664,0.2963773413765721,4.442048160041251,0.0006130213400976528
